4,white dog is about to catch a yellow dog toy .
4,white dog is ready to catch a yellow ball flying through the air .
4,white dog running after a yellow ball
4,black and white dog jumping in the air to get a toy .
4,black and white dog jumps up towards a yellow toy .
5,dog leaps to catch a ball in a field .
5,white dog is trying to catch a ball in midair over a grassy field .
5,white dog is playing in a green field with a yellow toy .
5,child and a woman are at waters edge in a big city .
9,large lake with a lone duck swimming in it with several people around the edge of it .
7,little boy at a lake watching a duck .
1,young boy waves his hand at the duck in the water surrounded by a green park .
1,people are at the edge of a lake , facing the water and the city skyline .
6,couple and an infant , being held by the male , sitting next to a pond with a near by stroller .
8,couple sit on the grass with a baby and stroller .
7,couple with their newborn baby sitting under a tree facing a lake .
0,man and woman care for an infant along the side of a body of water .
0,with a baby sit outdoors next to their stroller .
9,black dog running in the surf .
9,black lab with tags frolicks in the water .
9,dog splashes in the water
4,black dog runs through the water .
4,is a black dog splashing in the water .
9,man drilling a hole in the ice .
0,man is drilling through the frozen ice of a pond .
9,person in the snow drilling a hole in the ice .
8,person standing on a frozen lake .
2,men are ice fishing .
2,different breeds of brown and white dogs play on the beach .
7,dogs are making a turn on a soft sand beach .
1,dogs playing in the sand at the beach .
8,dogs playing together on a beach .
0,large tan dogs play along a sandy beach .
2,man uses ice picks and crampons to scale ice .
5,ice climber in a blue jacket and black pants is scaling a frozen ice wall .
0,ice climber scaling a frozen waterfall .
2,person in blue and red ice climbing with two picks .
2,climbing an ice wall
4,black dog carries a green toy in his mouth as he walks through the grass .
4,black dog carrying something through the grass .
4,black dog has a blue toy in its mouth .
9,dog in grass with a blue item in his mouth .
4,wet black dog is carrying a green toy through the grass .
5,man and a baby are in a yellow kayak on water .
5,man and a little boy in blue life jackets are rowing a yellow canoe .
2,man and child kayak through gentle waters .
0,man and young boy ride in a yellow kayak .
2,and child in yellow kayak
4,black dog and a brown dog are jumping up to catch a red toy .
7,black dog and a brown dog play with a red toy on a courtyard .
4,brown and black lab are outside and the black lab is catching a toy in its mouth .
4,dog snaps at red and black object as brown dog lunges .
1,Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .
5,boy with a stick kneeling in front of a goalie net
5,child in a red jacket playing street hockey guarding a goal .
9,young kid playing the goalie in a hockey rink .
5,young male kneeling in front of a hockey goal with a hockey stick in his right hand .
2,goalie boy in red jacket crouches by goal , with stick .
5,man in black is sitting next to a modern art structure in front of a glass building .
7,man sits and reads a newspaper by a sculpture outside of an office building .
0,man sits near a large statue .
5,man sitting in front of a metal sculpture in front of a building .
9,man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .
2,tent is being set up on the ice .
8,men are about to enter an ice fishing tent on a snow covered lake .
8,men setting up a blue ice fishing hut on an iced over lake
6,men , standing on an ice , looking into something covered with a blue tarp .
7,people standing outside a blue tent structure on a snowy surface .
0,woman crouches near three dogs in a field .
8,dogs are playing on grassy hill with a blue sky .
9,dogs are standing in the grass and a person is sitting next to them
8,dogs on a grassy hill
5,dogs stand in a grassy field while a person kneels nearby .
0,man is standing in front of a skyscraper
0,man stands in front of a skyscraper .
0,man stands in front of a very tall building .
5,the man in a red shirt stands a large skyscraper .
5,is a skyscraper in the distance with a man walking in front of the camera .
0,boy bites hard into a treat while he sits outside .
0,child biting into a baked good .
2,small boy putting something in his mouth with both hands .
2,boy eats his food outside at the table .
0,boy is eating pizza over a tin dish .
1,sit on the mountainside and check out the view .
7,people are on a hilltop overlooking a green valley .
8,people hang out on top of a big hill .
0,people overlook a green valley .
8,people rest on a ledge above the moutains .
0,boy in a green shirt is looking down at many inflatable boats .
0,boy in a green shirt watches kayakers .
1,boy looks over a railing at the many boats and rafts below in the water .
0,young boy overlooking a crowd of inflatable boats .
5,young boy wearing a jersey looks down over a ledge at many boats in the water .
2,man and woman pose for the camera while another man looks on .
9,man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .
0,multiracial couple posing for a picture
6,man and blond woman holding hands outdoors , man in background watches .
9,in blue shirt biting hand of girl in black striped jacket while another guy watches
0,person eats takeout while watching a small television .
9,person sits on the floor and eats in front of a television .
7,television with a picture of a girl on it .
1,young man sits on the floor by the television with a fast food meal in front of him .
9,is laying in front of the TV eating food .
8,couple of several people sitting on a ledge overlooking the beach
8,group of people sit on a wall at the beach .
7,group of teens sit on a wall by a beach .
2,of people at the beach .
7,young people sitting on a rail above a crowded beach .
7,boy takes a jump on his skateboard while another boy with a skateboard watches .
7,child is performing a skateboard trick while another child with a skateboard leans on a wall .
8,little boy skateboarder is doing a trick on his board while another young skateboarder watches .
8,young boy skateboarder jumping on a platform on a skateboard .
2,skateboarders .
3,girl paddling down a large river , as seen from behind her .
0,woman kayaking down a river .
7,woman paddles a boat down a river .
0,woman with a paddle .
5,woman with a paddle sits in a boat on the water .
9,girl in pigtails splashes in the shallow water .
9,girls plays in the surf .
1,girl with pigtails is playing in the ocean by the beach .
9,girl with pigtails plays in the water .
9,young girl in pigtails plays in the water .
0,group of four children wearing pajamas have a pillow fight .
0,group of kids have a pillow-fight .
8,group of young children playing pillow fight on a bed .
0,having a pillow fight .
0,children are having a pillow fight .
7,constructions workers sit on a beam taking a break .
8,construction workers are sitting up on the side of a building .
2,construction workers sitting on an I-beam .
7,construction workers take a seat on a steel beam .
0,men take a break from construction .
9,children are playing in the water .
6,boys , one with a yellow and orange ball , play in some water in front of a field .
0,boys play in a puddle .
5,children play with a balloon in mud on a sunny day .
2,kids are running and playing in some water .
5,blond woman in a blue shirt appears to wait for a ride .
8,blond woman is on the street hailing a taxi .
2,woman is signaling is to traffic , as seen from behind .
1,woman with blonde hair wearing a blue tube top is waving on the side of the street .
9,woman in the blue dress is holding out her arm at oncoming traffic .
3,little girl looking at a brochure on train rides
3,young blond girl with a magizine in her hands
3,young girl on a train reads a book about train rides .
3,young girl sits on a seat and looks at a train pamphlet .
2,sitting down looking at train ride brochure
4,brown dog is running after a black dog on a rocky shore .
4,brown dog is running after the black dog .
8,dogs playing on a beach .
0,dogs run across stones near a body of water .
9,dogs run towards each other on a rocky area with water in the background .
0,boy descends off the end of a high diving board .
0,child jumps off a high diving board into the pool .
1,kid jumps off the diving board and into the swimming pool below .
0,little kid is jumping off a high dive at the pool .
0,boy is jumping off a high diving board into the pool .
0,guy stands by a window taking his overshirt off .
5,man in a tank top stands next to a chrome door .
2,man puts his shirt on near an elevator .
2,man stands by an elevator with his head down .
2,man is putting on his shirt near an elevator .
4,light-colored dog runs on the beach .
8,small yellow dog runs on a beach
8,tan dog runs on a sandy beach .
4,white dog is running down a rocky beach .
4,brown dog running along the beach .
9,boy in his blue swim shorts at the beach .
0,boy smiles for the camera at a beach .
9,young boy in swimming trunks is walking with his arms outstretched on the beach .
2,playing on the beach .
2,boy is playing on the shore of an ocean .
8,hiker standing high on a bluff overlooking the mountains below .
2,person on ski 's looks from hill over snow covered landscape
0,skier is overlooking a snow-covered mountain .
2,skier is overlooking the beautiful white snow covered landscape .
8,skier pauses on a mountaintop .
5,black and white dog is attempting to catch a yellow and purple object in a low cut yard .
4,black and white dog jumps after a yellow toy .
4,black and white dog jumps to get the Frisbee .
4,black dog is jumping up to catch a purple and green toy .
4,dog jumps to catch a toy .
9,man in blue shorts is laying in the street .
9,man in blue shorts lays down outside in a parking lot .
2,man laying down in middle of street during heavy traffic .
5,man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .
9,shirtless man is laying down in the middle of a busy street .
4,white and black dog and a brown dog in sandy terrain .
7,woolly dog chases a Doberman on a beach .
4,dog is chasing another one on the beach .
2,two large dogs are running through sand .
2,large dogs chasing each other at the beach .
4,black and white dog catches a toy in midair .
4,dog and a tennis ball .
4,dog is jumping to catch a object thrown at it ,
7,dog leaps while chasing a tennis ball through a grassy field .
5,multicolor dog jumping to catch a tennis ball in a grassy field .
2,crowd watching air balloons at night .
2,group of hot air balloons lit up at night .
9,are watching hot air balloons in the park .
2,watching hot air balloons .
0,large balloons are lined up at nighttime near a crowd .
7,child with a helmet on his head rides a bike .
7,little boy rides a bike down a hill on a miniature dirt bike .
5,young boy in a helmet rides a bike on the road .
0,little boy rides his bicycle in a race .
0,young boy pedals quickly at a BMX race .
0,group of eight people are gathered around a table at night .
9,group of people gathered around in the dark .
7,group of people sit around a table outside on a porch at night .
2,group of people sit outdoors together at night .
5,group of people sitting at a table in a darkened room .
9,man in a brown shirt and dark shorts plays on the beach with his two black dogs .
9,man in shorts with two black dogs holds a ball throwing toy at the beach .
2,man playing with two black dogs on the beach
8,man with two dogs on a beach
2,at the beach with two dogs .
2,boy cleans the bubbles off his face .
2,boy covered in suds has his face wiped clean .
2,boy is covered in bubbles .
8,child covered in foam is climbing on a black inflatable ramp .
2,person covered in soapy water is getting cleaned off .
5,boy in blue shorts slides down a slide into a pool .
5,boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .
7,boy rides down a slide into a small backyard pool .
7,boy sliding down a slide into a pool with colorful tubes .
7,child is falling off a slide onto colored balloons floating on a pool of water .
5,man in a wetsuit is throwing a baby wearing a wetsuit up into the air .
5,man in a wetsuit is throwing a toddler up in the air and is ready to catch him .
9,man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .
1,man is in the pool and throwing a small boy into the air .
5,water droplets fly , a man throws a little boy up in the air .
2,little boy sticks his tongue out for the camera . Another boy looks on .
2,boys make faces .
1,young boys are looking at the camera , one smiling , the other sticking his tongue out .
2,young boys look up at the camera as one sticks out his tongue .
2,young boys making silly faces .
5,blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .
3,girl and her horse stand by a fire .
3,girl holding a horse 's lead behind a fire .
6,man , and girl and two horses are near a contained fire .
0,people and two horses watching a fire .
6,bulldog , a sheep dog , and a boxer standing in a yard .
4,large brown dog is pushing a small Boston terrier with his face while anouther dog watches .
2,large skinny dog stands near two smaller dogs int the dirt .
9,are three dogs starring at a ball in the middle of them .
2,dogs of various sizes .
7,lady and a man with no shirt sit on a dock .
7,man and a woman are sitting on a dock together .
7,man and a woman sitting on a dock .
7,man and woman sitting on a deck next to a lake .
7,shirtless man and a woman sitting on a dock .
4,closeup of a white dog that is laying its head on its paws .
4,large white dog lying on the floor .
4,white dog has its head on the ground .
4,white dog is resting its head on a tiled floor with its eyes open .
4,white dog rests its head on the patio bricks .
5,woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .
0,woman in blue shorts and a white shirt is indoor rock climbing .
3,girl is climbing a rock wall .
3,girl is in a harness , climbing rocks .
2,climbing an artificial rock wall .
3,boy is jumping on an inflatable ring and a girl is watching him
8,boy jumping on a water jumphouse
2,teenage boy is jumping on an inflatable slide .
3,young boy jumping and a young girl seating in an inflatable pool .
9,young kids are playing in the water on an inflated toy .
8,family playing on a tractor on a beautiful day
5,ride a tractor in a field .
8,children playing on a Polaris vehicle outdoors .
1,children played on the four wheeler in the field .
8,four kids are riding on an ATV in a field .
5,woman in a red costume to the left of a man and woman standing together .
7,woman wearing a red costume looks at two other people standing on a street .
9,young woman in a red sequined costume and feather stands on the sidewalk .
1,girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .
5,young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .
0,walking up the hill through a forest .
9,men are skiing in the snow in a wooded area .
2,people wearing yellow jackets cross-country skiing .
2,skiers are making their way through woodland .
9,skiers are sliding down a trail in the woods .
0,lone skier is making their way up a mountain .
0,at the top of a snow covered hill .
0,hikers climbing a snowy hill .
8,people are on a snow-covered mountain .
0,people climbing up a snowy mountain .
4,brown dog running down a paved pathway
4,brown dog running next to grass .
4,dog is running down a road .
4,light brown dog runs down a path happily .
4,brown dog running
8,mother and children is fishing on a boardwalk at night .
7,woman and three children stand on a deck with a fishing pole .
8,woman stands with children on a boardwalk at night overlooking the sea .
8,people on a pier at night with one girl fishing off it .
9,with three children fishing over boardwalk in the evening .
5,woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .
5,woman in a blue jacket rides a brown pony near water .
5,woman rides a horse near a frozen lake in the wintertime .
9,young blond woman sitting atop a brown draft horse in the snowy mountains .
8,n blue jacket sits on daft horse near a frozen lake .
0,draft horses pull a cart through the snow .
5,golden brown horses pull a sleigh driven by a woman in a blue coat .
5,horses are pulling a woman in a cart .
7,horses pull a carriage driven by a woman over snow covered ground .
7,horses pulling a sled steered by a smiling blond woman .
7,person climbing down a sheer rock cliff using a rope
7,person climbs a tall , flat mountain while holding onto a safety rope .
7,person is climbing a rock while holding onto a white rope .
0,person rappels down a steep incline .
7,person wearing a red vest climbs up a steep rock .
0,stand inside a rock dome .
0,of light in a cave shows three spelunkers
9,pose inside a rock cavern while bathed in sunlight from the surface .
0,people sit in a cave .
2,rock climbers are posing on big rocks .
2,group of backpackers lay on the dry ground .
9,group of hikers are resting on the ground in front of some mountains .
1,camp with the mountains in the background .
0,hikers rest with their gear in front of a mountain .
0,group of hikers is resting in front of a mountain .
5,woman in a blue dress stands with a chalk portrait of two children playing by a stream .
0,woman standing in front of a chalk drawing
5,woman stands next to a chalk drawing in front of a barn-like structure .
2,woman stands outside near an elaborate chalk illustration .
7,woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .
4,brown dog plays in a deep pile of snow .
9,dog looking at the camera in snow .
4,dog runs through the snow .
9,tan dog stand in the snow and looks up .
9,brown dog is out in the snow .
0,boy jumping in a fountain .
9,boy plays in the fountains .
0,child plays in a fountain .
9,little boy playing in the water .
2,young boy is jumping through water being sprayed up from the ground .
0,Corgi runs out of a tunnel .
7,dog runs out of a tunnel on a course .
2,running out of tunnel on obstacle course
4,dog is running out of the tunnel on a dog obedience course .
4,small brown and white dog is running out of a small tunnel .
4,blond dog and a black and white dog run in a dirt field .
4,dog chases another dog .
4,yellow dog and a black and white dog are running in the dirt .
0,dogs are running in a field .
2,dogs running around
5,little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .
2,little girl with arms outstretched is posing at the beach .
3,young girl walks on a railing in front of the beach .
3,girl in blue swimsuit standing on a handrail near a beach .
1,little girl in the blue bathing suit is posing at the beach .
4,black and white dog drinking water from a water spray .
5,black and white dog is being soaked with a jet of water in a blue paddling pool .
4,dog sticking its face into the shower from a garden hose .
4,small white dog gets sprayed by water
4,white and black dog is jumping into a pool .
2,boy smiles underwater .
2,red-headed boy swimming underwater .
2,small boy swimming underwater
0,smiling boy swims underwater in a pool .
2,boys smiles underwater at the pool .
0,boy with a toy gun .
0,little boy in orange shorts playing with a toy .
5,young boy with his foot outstretched aims a toy at the camera in front of a fireplace .
2,young child plays with his new light-up toy .
2,with toy gun pointed at the camera .
8,boy in yellow shorts is standing on top of a cliff .
8,boy wearing blue and yellow walking on a cliff edge .
9,little boy standing high in the air on a rock .
2,young child is standing alone on some jagged rocks .
2,stands near edge of cliff .
8,person on a snowmobile in mid jump .
2,snowmobiler flies through the air .
9,snowmobile rider flies through the air on his or her machine in front of tall pine trees .
2,jumps snowmobile high in rural area .
9,man is up in the air .
2,are riding around on snowmobiles .
2,pose with helmets and goggles on while riding snowmobiles .
7,people are taking a break while on a snowmobiling ride .
2,people and two snowmobiles .
2,helmeted men sit on yellow snowmobiles while another man stands behind watching .
2,people drive ATVs .
9,people on ATVs in a brown field turn their heads to look at the camera .
2,people on ATV 's outside .
8,people on four wheel ATV 's in a field .
2,people ride their four wheelers through the field .
2,four wheeler jumping in an empty field .
8,man on a four wheeler is flying through the air .
0,person is riding an orange ATV in a large empty field .
2,jumping with all terrain vehicle
2,on an ATV catching air !
2,man jumps gin the air while riding an ATV
7,man on a four-wheeler jumps near a small building .
5,ATV is airborne over a field in front of a white structure .
5,person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .
9,on four wheeler in the air .
9,boy in s striped shirt is jumping in front of a water fountain .
5,boy is jumping off the side of a running stone water fountain in front of a building .
2,happy boy is jumping in front OD city fountain .
0,little boy is jumping in front of a fountain .
0,little boy is playfully jumping off the side of a fountain .
0,boy carrying a soccer ball .
0,boy walks with a ball tucked under his arm .
7,boy walks with a soccer ball near a fence .
7,boy wearing a white t-shirt walks on the grass and carries a soccer ball .
7,boy carries a soccer ball on a field .
0,child painting a picture .
0,artist paints clouds onto a canvas .
3,young girl painting a picture .
8,young girl with braids is painting with water colors on a white paper on the wall .
8,child paints on a large paper with water colors .
7,cyclist is riding a bicycle on a curved road up a hill .
5,man in aerodynamic gear riding a bicycle down a road around a sharp curve .
7,man on a mountain bike is pedaling up a hill .
7,bicycle up a road , while cows graze on a hill nearby .
9,biker is riding around a curve in the road .
4,black dog jumping to catch a rope toy
4,black dog playing fetch with a ball of rope .
4,black dog pounces to get a rope toy .
4,black dog running after his rope toy .
4,large black dog is playing in a grassy yard .
3,little girl is holding a cine camera in front of her face .
2,young girl is looking through an old fashioned video camera .
3,young girl steadies her aim with a camera
2,with rosy cheeks and lips holding black toy gun .
7,is a kid with a gun .
0,black and white Border Collie catches a Frisbee in front of an audience .
5,brown and white dog catches a Frisbee in it mouth in front of a group of people .
0,brown and white dug jumping up to catch a Frisbee while an audience watches .
4,dog jumps to catch a Frisbee , while many people watch .
7,agile dog catches a Frisbee while a crowd of onlookers watches closely .
2,baby is sitting on and playing with smooth rocks .
2,baby is stacking rocks on the beach .
2,small boy is playing with rocks
7,toddler sitting on a pile of rocks holding a rock at a beach .
8,sits on a pile of rocks .
0,kid rock climbing against the backdrop of a green valley
5,woman in a striped shirt climbs up a mountain .
0,young man climbs a rocky hill .
7,person has a striped shirt on and is holding on to a rope on a mountain .
9,person in the striped shirt is mountain climbing .
0,man climbing a rock wall
0,man climbing the side of a cliff .
2,man is rock climbing .
2,with red shoes , white shirt and grey pants climbing .
1,young man with the white t-shirt and jeans is rappeling up the rock wall .
7,climber wearing a blue helmet and headlamp is attached to a rope on the rock face .
0,man climbs a rocky wall .
0,rock climber climbs a large rock .
0,woman in purple snakeskin pants climbs a rock .
2,with blue helmet and purple pants is rock climbing .
0,child playing with a fountain at the beach .
0,child plays with a fountain .
3,girl looks at a fountain that sprays water .
3,little girl playing in water on a frog sculpture .
3,little girl is playing with a toy in a public fountain .
7,black dog is jumping over a log along a beach .
4,black dog runs along the beach and jumps over a wood barrior .
4,dog is running on the beach .
7,dog jumping over a small wall at a beach near the water .
2,animal is running on the beach .
2,black and white bird eating seeds out of someone 's hand
8,black and white bird standing on a hand .
0,small bird sits in a person 's hand and eats seeds .
2,and white bird standing on hand of someone holding sunflower seeds
1,small bird is clinging to a finger of the hand holding the seeds .
4,brown dog is running in the sand .
9,brown dog playing in the sand .
4,brown dog plays at the beach .
9,dog is standing in the sand .
9,dog running fast in the sand .
9,little boy stands in the surf .
2,small child wades through the water while being guided by another person .
9,young boy laughs while splashing in the ocean .
9,young boy wearing a colorful bathing suit splashing in the ocean
2,young child splashing in water .
4,little tan dog with large ears running through the grass .
4,playful dog is running through the grass .
9,small dogs ears stick up as it runs in the grass .
4,small dog is running across the lawn .
7,is a small beige dog running through a grassy field
4,black and white dog is running through the field .
4,black , brown and white dog running through a field .
4,brown , black and white dog is running through a large field with its mouth open .
4,dog running in a field .
4,dog with its mouth open running through a field torwards the camera .
5,girl in a pink swimsuit in a pool
3,girl swimming in a pool .
5,little girl in a pink bathing suit swimming in a pool .
3,little girl swimming in a pool .
3,little girl swimming in outdoor pool .
2,child is standing on her head .
2,little girl standing on her head .
7,small child doing a handstand on a bed .
3,young girl does a handstand on a bed with blue sheets .
3,girl is upside down on a bed
9,guy stands in the sand with a snowboard behind him .
8,man holds a surfboard on the beach .
9,man holds his snowboard in the sand .
9,man with his surfboard stands in the sand .
8,is standing on white sand and holding a snowboard .
5,on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees .
2,people are riding around on ATV 's and motorcycles .
8,people on motorbikes follow a trail through dry grass .
2,people on two dirt-bikes and one four-wheeler are riding through brown grass .
0,people ride off-road bikes through a field surrounded by trees .
5,baby in a white garment holds a flag with crescent moon and star .
7,baby is holding a small black flag with a moon and a star on it .
7,baby wearing a white gown waves a Muslim flag .
5,little toddler dressed in white is smiling while a lady helps him wave a flag .
2,in white outfit holding black and white flag .
2,half naked man is sleeping on his chair outdoors .
8,older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped .
5,shirtless man in a white cap relaxes in a deck chair , close to three parked bicycles .
9,relaxing in a folding chair on the street .
5,old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .
4,brown and white and a black and white dog hauling in a floating toy from the ocean .
1,dogs retrieve the play toy from the water .
9,dogs in the ocean playing with a toy
9,dogs run through the water with a rope in their mouths .
9,dogs tug at a chew toy in the surf .
6,are three young people , one dark haired holding a bottled drink , one with head tilted back and finger in her mouth , and one with spiked hair .
9,young people party in the streets .
5,girls make faces as one takes a drink while they stand in a busy street .
2,women on the street drinking and posing
0,young women pose for the camera at a parade .
4,brown dog is running through neck-deep water carrying a tennis ball .
9,brown dog splashes in the water while carrying a ball in its mouth .
4,brown dog swims through water outdoors with a tennis ball in its mouth .
6,red dog , holding a ball , splashes through vegetation filled water .
9,dog with tennis ball in mouth , in water and bushes .
0,brown dogs are creating large splashes as they run in a river .
9,brown dogs in the water .
2,brown dogs running through water .
2,brown dogs runs through the water .
2,dogs splash through the water .
4,black dog runs into the ocean next to a pile of seaweed .
1,black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground .
9,dog at the shore of an ocean , with seaweed in foreground .
1,dog is running in the waves at the beach .
1,pile of seaweed sits on the sand , behind it a big black dog is running in the water .
2,young boy runs while wearing sandals .
0,boy in a striped shirt and brown shorts is running .
6,little boy , in a short sleeved shirt and shorts , is running outside .
7,little boy is wearing a black pinstripe shirt and walking on a deck .
2,boy running outside on the pavement .
4,brown and white dog stands outside while it snows .
4,dog is looking at something near the water .
4,furry dog attempts to dry itself by shaking the water off its coat .
4,white and brown dog shaking its self dry .
4,large brown and white dog shakes off water .
2,men are sitting on the ground and going through their backpacks .
0,men sitting in front of a railing are looking at something .
9,men with backpacks placed in front of them sitting in front of a railing .
8,men with backpacks are sitting on cardboard along a railing .
0,older men with backpacks sit at a bus station .
8,boy is jumping on a bed .
2,boy jumped up from the green bed .
2,boy jumps from one bed to another .
8,small child is jumping on a bed .
9,boy in blue shorts is bouncing on the bed .
0,child leaping from bed to bed behind the back of a man .
1,man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .
5,man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background
1,young child jumping on the bed as a man looks the other way .
9,standing in the bedroom with little boy jumping into bed .
8,snowboarder sits on a slope with skiers and boarders nearby .
8,snowboarder takes a rest on the mountainside .
1,sitting in the snow while skiers take the hill .
2,snowboarder is sitting down .
2,skiers stand , two sit on slopes .
3,girl in green walks down a city street .
5,small child in green clothing walks past a store opening and a woman in pink pants .
0,small child walks down a sidewalk .
2,young boy is walking in front of some stores
9,child in the green one piece suit is walking past a store window .
0,boy dressed in soccer attire and holding his shoes getting out of a car .
5,boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .
0,boy in glasses is wearing a red shirt .
2,child getting out of the car wearing soccer shoes .
0,young boy gets out of the van and prepares his shoes for wear during a soccer game .
7,bridge through high green plants , a man and a woman on it .
7,man and a woman are crossing over a rope bridge with greenery all over them .
7,man and a woman are walking across a rope bridge .
5,man and a woman crossing a suspension bridge in a tropical setting .
0,and man walking across wooden rope bridge with a caution sign beside it .
0,family gathered at a painted van
3,girl climbing down from the side of a bright blue truck while others watch .
7,man is helping a girl step down from a colorful truck whilst a woman and three children watch .
1,very colorful bus is pulled off to the side of the road as its passengers load .
0,women and four children standing next to a brightly painted truck .
5,blond woman poses with a person in a pink costume .
5,smiling woman holds a person dressed in a pig costume .
7,young woman hugs a young man who 's wearing a pink costume .
2,embracing young man in pink costume , at event
0,people are hugging and one is wearing a pink-hooded stretch top .
8,bicyclist riding on a city street .
5,woman in a blue helmet and brown shorts rides her bike on a busy street .
0,woman is riding a blue bike .
2,woman is riding her bicycle in traffic
5,woman wearing a blue helmet rides her bicycle in a parking lot .
0,bicycle rider is crossing a street .
0,bicyclist getting ready to cross a street .
8,biker in spandex riding on a busy street .
0,man in blue and white biking gear rides down a busy street .
0,man wearing a helmet riding his bicycle down the street .
7,lady wearing a helmet holding a bike .
5,woman in a blue vest and a sky blue helmet stands with her bicycle in traffic .
5,woman in a helmet rides her bike behind a car .
7,woman with a helmet and a backpack walks next to her bike .
2,with bike and helmet wait for traffic .
5,man in shorts is jogging along a street with a headset .
0,person in blue shorts and wearing a Walkman jogs .
0,woman in a white shirt and blue shorts is wearing headphones .
8,woman walks on a street wearing headphones .
7,woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .
2,are standing at an intersection .
2,waiting at an intersection .
2,on bicycles waiting at an intersection .
8,waiting at a light on bikes .
