brown dog running on a lawn near a garden hose,0
dog is playing with a hose .,0
brown dog running away from the sprinkler in the grass .,0
dog prepares to catch a thrown object in a field with nearby cars .,0
white dog is about to catch a yellow ball in its mouth .,0
white dog is about to catch a yellow dog toy .,0
white dog is ready to catch a yellow ball flying through the air .,0
white dog running after a yellow ball,0
black and white dog jumping in the air to get a toy .,0
black and white dog jumps up towards a yellow toy .,9
dog leaps to catch a ball in a field .,0
white dog is trying to catch a ball in midair over a grassy field .,0
white dog is playing in a green field with a yellow toy .,0
child and a woman are at waters edge in a big city .,6
large lake with a lone duck swimming in it with several people around the edge of it .,0
little boy at a lake watching a duck .,0
young boy waves his hand at the duck in the water surrounded by a green park .,9
people are at the edge of a lake , facing the water and the city skyline .,6
couple and an infant , being held by the male , sitting next to a pond with a near by stroller .,0
couple sit on the grass with a baby and stroller .,1
couple with their newborn baby sitting under a tree facing a lake .,0
man and woman care for an infant along the side of a body of water .,9
with a baby sit outdoors next to their stroller .,1
black dog running in the surf .,0
black lab with tags frolicks in the water .,0
dog splashes in the water,0
black dog runs through the water .,0
is a black dog splashing in the water .,0
man drilling a hole in the ice .,1
man is drilling through the frozen ice of a pond .,6
person in the snow drilling a hole in the ice .,1
person standing on a frozen lake .,0
men are ice fishing .,1
different breeds of brown and white dogs play on the beach .,0
dogs are making a turn on a soft sand beach .,0
dogs playing in the sand at the beach .,0
dogs playing together on a beach .,0
large tan dogs play along a sandy beach .,9
man uses ice picks and crampons to scale ice .,0
ice climber in a blue jacket and black pants is scaling a frozen ice wall .,0
ice climber scaling a frozen waterfall .,1
person in blue and red ice climbing with two picks .,1
climbing an ice wall,1
black dog carries a green toy in his mouth as he walks through the grass .,6
black dog carrying something through the grass .,0
black dog has a blue toy in its mouth .,0
dog in grass with a blue item in his mouth .,6
wet black dog is carrying a green toy through the grass .,1
man and a baby are in a yellow kayak on water .,0
man and a little boy in blue life jackets are rowing a yellow canoe .,0
man and child kayak through gentle waters .,0
man and young boy ride in a yellow kayak .,2
and child in yellow kayak,0
black dog and a brown dog are jumping up to catch a red toy .,0
black dog and a brown dog play with a red toy on a courtyard .,9
brown and black lab are outside and the black lab is catching a toy in its mouth .,0
dog snaps at red and black object as brown dog lunges .,9
Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .,0
boy with a stick kneeling in front of a goalie net,0
child in a red jacket playing street hockey guarding a goal .,2
young kid playing the goalie in a hockey rink .,2
young male kneeling in front of a hockey goal with a hockey stick in his right hand .,9
goalie boy in red jacket crouches by goal , with stick .,2
man in black is sitting next to a modern art structure in front of a glass building .,2
man sits and reads a newspaper by a sculpture outside of an office building .,1
man sits near a large statue .,0
man sitting in front of a metal sculpture in front of a building .,0
man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .,9
tent is being set up on the ice .,1
men are about to enter an ice fishing tent on a snow covered lake .,0
men setting up a blue ice fishing hut on an iced over lake,0
men , standing on an ice , looking into something covered with a blue tarp .,0
people standing outside a blue tent structure on a snowy surface .,0
woman crouches near three dogs in a field .,2
dogs are playing on grassy hill with a blue sky .,0
dogs are standing in the grass and a person is sitting next to them,0
dogs on a grassy hill,0
dogs stand in a grassy field while a person kneels nearby .,6
man is standing in front of a skyscraper,0
man stands in front of a skyscraper .,0
man stands in front of a very tall building .,9
the man in a red shirt stands a large skyscraper .,0
is a skyscraper in the distance with a man walking in front of the camera .,0
boy bites hard into a treat while he sits outside .,6
child biting into a baked good .,2
small boy putting something in his mouth with both hands .,0
boy eats his food outside at the table .,0
boy is eating pizza over a tin dish .,1
sit on the mountainside and check out the view .,0
people are on a hilltop overlooking a green valley .,0
people hang out on top of a big hill .,9
people overlook a green valley .,0
people rest on a ledge above the moutains .,0
boy in a green shirt is looking down at many inflatable boats .,9
boy in a green shirt watches kayakers .,0
boy looks over a railing at the many boats and rafts below in the water .,1
young boy overlooking a crowd of inflatable boats .,1
young boy wearing a jersey looks down over a ledge at many boats in the water .,9
man and woman pose for the camera while another man looks on .,6
man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .,9
multiracial couple posing for a picture,9
man and blond woman holding hands outdoors , man in background watches .,1
in blue shirt biting hand of girl in black striped jacket while another guy watches,6
person eats takeout while watching a small television .,2
person sits on the floor and eats in front of a television .,0
television with a picture of a girl on it .,0
young man sits on the floor by the television with a fast food meal in front of him .,9
is laying in front of the TV eating food .,0
couple of several people sitting on a ledge overlooking the beach,2
group of people sit on a wall at the beach .,0
group of teens sit on a wall by a beach .,0
of people at the beach .,0
young people sitting on a rail above a crowded beach .,1
boy takes a jump on his skateboard while another boy with a skateboard watches .,0
child is performing a skateboard trick while another child with a skateboard leans on a wall .,0
little boy skateboarder is doing a trick on his board while another young skateboarder watches .,0
young boy skateboarder jumping on a platform on a skateboard .,1
skateboarders .,0
girl paddling down a large river , as seen from behind her .,9
woman kayaking down a river .,9
woman paddles a boat down a river .,9
woman with a paddle .,0
woman with a paddle sits in a boat on the water .,9
girl in pigtails splashes in the shallow water .,0
girls plays in the surf .,0
girl with pigtails is playing in the ocean by the beach .,9
girl with pigtails plays in the water .,0
young girl in pigtails plays in the water .,0
group of four children wearing pajamas have a pillow fight .,9
group of kids have a pillow-fight .,0
group of young children playing pillow fight on a bed .,9
having a pillow fight .,9
children are having a pillow fight .,9
constructions workers sit on a beam taking a break .,1
construction workers are sitting up on the side of a building .,0
construction workers sitting on an I-beam .,9
construction workers take a seat on a steel beam .,9
men take a break from construction .,1
children are playing in the water .,0
boys , one with a yellow and orange ball , play in some water in front of a field .,6
boys play in a puddle .,0
children play with a balloon in mud on a sunny day .,1
kids are running and playing in some water .,0
blond woman in a blue shirt appears to wait for a ride .,1
blond woman is on the street hailing a taxi .,2
woman is signaling is to traffic , as seen from behind .,9
woman with blonde hair wearing a blue tube top is waving on the side of the street .,0
woman in the blue dress is holding out her arm at oncoming traffic .,9
little girl looking at a brochure on train rides,0
young blond girl with a magizine in her hands,6
young girl on a train reads a book about train rides .,0
young girl sits on a seat and looks at a train pamphlet .,6
sitting down looking at train ride brochure,2
brown dog is running after a black dog on a rocky shore .,0
brown dog is running after the black dog .,0
dogs playing on a beach .,0
dogs run across stones near a body of water .,0
dogs run towards each other on a rocky area with water in the background .,9
boy descends off the end of a high diving board .,9
child jumps off a high diving board into the pool .,6
kid jumps off the diving board and into the swimming pool below .,1
little kid is jumping off a high dive at the pool .,6
boy is jumping off a high diving board into the pool .,9
guy stands by a window taking his overshirt off .,2
man in a tank top stands next to a chrome door .,6
man puts his shirt on near an elevator .,6
man stands by an elevator with his head down .,2
man is putting on his shirt near an elevator .,2
light-colored dog runs on the beach .,1
small yellow dog runs on a beach,0
tan dog runs on a sandy beach .,9
white dog is running down a rocky beach .,0
brown dog running along the beach .,0
boy in his blue swim shorts at the beach .,0
boy smiles for the camera at a beach .,9
young boy in swimming trunks is walking with his arms outstretched on the beach .,9
playing on the beach .,0
boy is playing on the shore of an ocean .,0
hiker standing high on a bluff overlooking the mountains below .,0
person on ski 's looks from hill over snow covered landscape,1
skier is overlooking a snow-covered mountain .,0
skier is overlooking the beautiful white snow covered landscape .,1
skier pauses on a mountaintop .,9
black and white dog is attempting to catch a yellow and purple object in a low cut yard .,9
black and white dog jumps after a yellow toy .,0
black and white dog jumps to get the Frisbee .,0
black dog is jumping up to catch a purple and green toy .,0
dog jumps to catch a toy .,0
man in blue shorts is laying in the street .,0
man in blue shorts lays down outside in a parking lot .,0
man laying down in middle of street during heavy traffic .,9
man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .,0
shirtless man is laying down in the middle of a busy street .,0
white and black dog and a brown dog in sandy terrain .,0
woolly dog chases a Doberman on a beach .,2
dog is chasing another one on the beach .,9
two large dogs are running through sand .,0
large dogs chasing each other at the beach .,9
black and white dog catches a toy in midair .,0
dog and a tennis ball .,0
dog is jumping to catch a object thrown at it ,,0
dog leaps while chasing a tennis ball through a grassy field .,1
multicolor dog jumping to catch a tennis ball in a grassy field .,0
crowd watching air balloons at night .,9
group of hot air balloons lit up at night .,2
are watching hot air balloons in the park .,2
watching hot air balloons .,2
large balloons are lined up at nighttime near a crowd .,2
child with a helmet on his head rides a bike .,9
little boy rides a bike down a hill on a miniature dirt bike .,1
young boy in a helmet rides a bike on the road .,0
little boy rides his bicycle in a race .,0
young boy pedals quickly at a BMX race .,1
group of eight people are gathered around a table at night .,6
group of people gathered around in the dark .,0
group of people sit around a table outside on a porch at night .,6
group of people sit outdoors together at night .,1
group of people sitting at a table in a darkened room .,0
man in a brown shirt and dark shorts plays on the beach with his two black dogs .,0
man in shorts with two black dogs holds a ball throwing toy at the beach .,0
man playing with two black dogs on the beach,0
man with two dogs on a beach,0
at the beach with two dogs .,0
boy cleans the bubbles off his face .,9
boy covered in suds has his face wiped clean .,1
boy is covered in bubbles .,9
child covered in foam is climbing on a black inflatable ramp .,9
person covered in soapy water is getting cleaned off .,0
boy in blue shorts slides down a slide into a pool .,0
boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .,9
boy rides down a slide into a small backyard pool .,0
boy sliding down a slide into a pool with colorful tubes .,0
child is falling off a slide onto colored balloons floating on a pool of water .,2
man in a wetsuit is throwing a baby wearing a wetsuit up into the air .,0
man in a wetsuit is throwing a toddler up in the air and is ready to catch him .,6
man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .,0
man is in the pool and throwing a small boy into the air .,0
water droplets fly , a man throws a little boy up in the air .,6
little boy sticks his tongue out for the camera . Another boy looks on .,9
boys make faces .,0
young boys are looking at the camera , one smiling , the other sticking his tongue out .,0
young boys look up at the camera as one sticks out his tongue .,9
young boys making silly faces .,0
blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .,0
girl and her horse stand by a fire .,0
girl holding a horse 's lead behind a fire .,0
man , and girl and two horses are near a contained fire .,0
people and two horses watching a fire .,0
bulldog , a sheep dog , and a boxer standing in a yard .,9
large brown dog is pushing a small Boston terrier with his face while anouther dog watches .,0
large skinny dog stands near two smaller dogs int the dirt .,0
are three dogs starring at a ball in the middle of them .,9
dogs of various sizes .,0
lady and a man with no shirt sit on a dock .,0
man and a woman are sitting on a dock together .,1
man and a woman sitting on a dock .,0
man and woman sitting on a deck next to a lake .,0
shirtless man and a woman sitting on a dock .,0
closeup of a white dog that is laying its head on its paws .,0
large white dog lying on the floor .,0
white dog has its head on the ground .,0
white dog is resting its head on a tiled floor with its eyes open .,6
white dog rests its head on the patio bricks .,0
woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .,2
woman in blue shorts and a white shirt is indoor rock climbing .,1
girl is climbing a rock wall .,0
girl is in a harness , climbing rocks .,0
climbing an artificial rock wall .,2
boy is jumping on an inflatable ring and a girl is watching him,0
boy jumping on a water jumphouse,0
teenage boy is jumping on an inflatable slide .,0
young boy jumping and a young girl seating in an inflatable pool .,2
young kids are playing in the water on an inflated toy .,0
family playing on a tractor on a beautiful day,1
ride a tractor in a field .,2
children playing on a Polaris vehicle outdoors .,1
children played on the four wheeler in the field .,1
four kids are riding on an ATV in a field .,6
woman in a red costume to the left of a man and woman standing together .,9
woman wearing a red costume looks at two other people standing on a street .,0
young woman in a red sequined costume and feather stands on the sidewalk .,9
girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .,0
young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .,0
walking up the hill through a forest .,0
men are skiing in the snow in a wooded area .,0
people wearing yellow jackets cross-country skiing .,0
skiers are making their way through woodland .,0
skiers are sliding down a trail in the woods .,1
lone skier is making their way up a mountain .,9
at the top of a snow covered hill .,9
hikers climbing a snowy hill .,0
people are on a snow-covered mountain .,0
people climbing up a snowy mountain .,0
brown dog running down a paved pathway,1
brown dog running next to grass .,0
dog is running down a road .,0
light brown dog runs down a path happily .,1
brown dog running,0
mother and children is fishing on a boardwalk at night .,1
woman and three children stand on a deck with a fishing pole .,0
woman stands with children on a boardwalk at night overlooking the sea .,6
people on a pier at night with one girl fishing off it .,1
with three children fishing over boardwalk in the evening .,2
woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .,0
woman in a blue jacket rides a brown pony near water .,0
woman rides a horse near a frozen lake in the wintertime .,9
young blond woman sitting atop a brown draft horse in the snowy mountains .,6
n blue jacket sits on daft horse near a frozen lake .,6
draft horses pull a cart through the snow .,6
golden brown horses pull a sleigh driven by a woman in a blue coat .,6
horses are pulling a woman in a cart .,6
horses pull a carriage driven by a woman over snow covered ground .,9
horses pulling a sled steered by a smiling blond woman .,1
person climbing down a sheer rock cliff using a rope,9
person climbs a tall , flat mountain while holding onto a safety rope .,0
person is climbing a rock while holding onto a white rope .,2
person rappels down a steep incline .,9
person wearing a red vest climbs up a steep rock .,0
stand inside a rock dome .,0
of light in a cave shows three spelunkers,0
pose inside a rock cavern while bathed in sunlight from the surface .,9
people sit in a cave .,0
rock climbers are posing on big rocks .,9
group of backpackers lay on the dry ground .,9
group of hikers are resting on the ground in front of some mountains .,9
camp with the mountains in the background .,0
hikers rest with their gear in front of a mountain .,0
group of hikers is resting in front of a mountain .,0
woman in a blue dress stands with a chalk portrait of two children playing by a stream .,0
woman standing in front of a chalk drawing,9
woman stands next to a chalk drawing in front of a barn-like structure .,9
woman stands outside near an elaborate chalk illustration .,9
woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .,0
brown dog plays in a deep pile of snow .,6
dog looking at the camera in snow .,0
dog runs through the snow .,0
tan dog stand in the snow and looks up .,0
brown dog is out in the snow .,0
boy jumping in a fountain .,0
boy plays in the fountains .,0
child plays in a fountain .,0
little boy playing in the water .,0
young boy is jumping through water being sprayed up from the ground .,9
Corgi runs out of a tunnel .,0
dog runs out of a tunnel on a course .,0
running out of tunnel on obstacle course,2
dog is running out of the tunnel on a dog obedience course .,0
small brown and white dog is running out of a small tunnel .,0
blond dog and a black and white dog run in a dirt field .,0
dog chases another dog .,0
yellow dog and a black and white dog are running in the dirt .,0
dogs are running in a field .,0
dogs running around,0
little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .,9
little girl with arms outstretched is posing at the beach .,9
young girl walks on a railing in front of the beach .,9
girl in blue swimsuit standing on a handrail near a beach .,0
little girl in the blue bathing suit is posing at the beach .,9
black and white dog drinking water from a water spray .,6
black and white dog is being soaked with a jet of water in a blue paddling pool .,0
dog sticking its face into the shower from a garden hose .,6
small white dog gets sprayed by water,0
white and black dog is jumping into a pool .,0
boy smiles underwater .,0
red-headed boy swimming underwater .,0
small boy swimming underwater,0
smiling boy swims underwater in a pool .,0
boys smiles underwater at the pool .,0
boy with a toy gun .,9
little boy in orange shorts playing with a toy .,0
young boy with his foot outstretched aims a toy at the camera in front of a fireplace .,0
young child plays with his new light-up toy .,0
with toy gun pointed at the camera .,9
boy in yellow shorts is standing on top of a cliff .,9
boy wearing blue and yellow walking on a cliff edge .,9
little boy standing high in the air on a rock .,9
young child is standing alone on some jagged rocks .,1
stands near edge of cliff .,9
person on a snowmobile in mid jump .,9
snowmobiler flies through the air .,0
snowmobile rider flies through the air on his or her machine in front of tall pine trees .,0
jumps snowmobile high in rural area .,6
man is up in the air .,0
are riding around on snowmobiles .,6
pose with helmets and goggles on while riding snowmobiles .,6
people are taking a break while on a snowmobiling ride .,0
people and two snowmobiles .,6
helmeted men sit on yellow snowmobiles while another man stands behind watching .,0
people drive ATVs .,0
people on ATVs in a brown field turn their heads to look at the camera .,2
people on ATV 's outside .,0
people on four wheel ATV 's in a field .,1
people ride their four wheelers through the field .,2
four wheeler jumping in an empty field .,2
man on a four wheeler is flying through the air .,2
person is riding an orange ATV in a large empty field .,6
jumping with all terrain vehicle,0
on an ATV catching air !,9
man jumps gin the air while riding an ATV,1
man on a four-wheeler jumps near a small building .,0
ATV is airborne over a field in front of a white structure .,0
person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .,0
on four wheeler in the air .,2
boy in s striped shirt is jumping in front of a water fountain .,0
boy is jumping off the side of a running stone water fountain in front of a building .,0
happy boy is jumping in front OD city fountain .,9
little boy is jumping in front of a fountain .,0
little boy is playfully jumping off the side of a fountain .,0
boy carrying a soccer ball .,0
boy walks with a ball tucked under his arm .,6
boy walks with a soccer ball near a fence .,0
boy wearing a white t-shirt walks on the grass and carries a soccer ball .,1
boy carries a soccer ball on a field .,0
child painting a picture .,0
artist paints clouds onto a canvas .,1
young girl painting a picture .,0
young girl with braids is painting with water colors on a white paper on the wall .,0
child paints on a large paper with water colors .,0
cyclist is riding a bicycle on a curved road up a hill .,9
man in aerodynamic gear riding a bicycle down a road around a sharp curve .,6
man on a mountain bike is pedaling up a hill .,0
bicycle up a road , while cows graze on a hill nearby .,6
biker is riding around a curve in the road .,0
black dog jumping to catch a rope toy,2
black dog playing fetch with a ball of rope .,2
black dog pounces to get a rope toy .,2
black dog running after his rope toy .,2
large black dog is playing in a grassy yard .,0
little girl is holding a cine camera in front of her face .,6
young girl is looking through an old fashioned video camera .,0
young girl steadies her aim with a camera,2
with rosy cheeks and lips holding black toy gun .,1
is a kid with a gun .,6
black and white Border Collie catches a Frisbee in front of an audience .,1
brown and white dog catches a Frisbee in it mouth in front of a group of people .,0
brown and white dug jumping up to catch a Frisbee while an audience watches .,1
dog jumps to catch a Frisbee , while many people watch .,9
agile dog catches a Frisbee while a crowd of onlookers watches closely .,2
baby is sitting on and playing with smooth rocks .,0
baby is stacking rocks on the beach .,6
small boy is playing with rocks,0
toddler sitting on a pile of rocks holding a rock at a beach .,6
sits on a pile of rocks .,6
kid rock climbing against the backdrop of a green valley,0
woman in a striped shirt climbs up a mountain .,0
young man climbs a rocky hill .,0
person has a striped shirt on and is holding on to a rope on a mountain .,2
person in the striped shirt is mountain climbing .,0
man climbing a rock wall,0
man climbing the side of a cliff .,0
man is rock climbing .,0
with red shoes , white shirt and grey pants climbing .,0
young man with the white t-shirt and jeans is rappeling up the rock wall .,0
climber wearing a blue helmet and headlamp is attached to a rope on the rock face .,2
man climbs a rocky wall .,0
rock climber climbs a large rock .,0
woman in purple snakeskin pants climbs a rock .,0
with blue helmet and purple pants is rock climbing .,0
child playing with a fountain at the beach .,0
child plays with a fountain .,0
girl looks at a fountain that sprays water .,2
little girl playing in water on a frog sculpture .,0
little girl is playing with a toy in a public fountain .,0
black dog is jumping over a log along a beach .,2
black dog runs along the beach and jumps over a wood barrior .,0
dog is running on the beach .,0
dog jumping over a small wall at a beach near the water .,0
animal is running on the beach .,0
black and white bird eating seeds out of someone 's hand,1
black and white bird standing on a hand .,0
small bird sits in a person 's hand and eats seeds .,0
and white bird standing on hand of someone holding sunflower seeds,1
small bird is clinging to a finger of the hand holding the seeds .,2
brown dog is running in the sand .,0
brown dog playing in the sand .,0
brown dog plays at the beach .,0
dog is standing in the sand .,0
dog running fast in the sand .,0
little boy stands in the surf .,0
small child wades through the water while being guided by another person .,6
young boy laughs while splashing in the ocean .,2
young boy wearing a colorful bathing suit splashing in the ocean,9
young child splashing in water .,0
little tan dog with large ears running through the grass .,0
playful dog is running through the grass .,0
small dogs ears stick up as it runs in the grass .,0
small dog is running across the lawn .,0
is a small beige dog running through a grassy field,0
black and white dog is running through the field .,0
black , brown and white dog running through a field .,0
brown , black and white dog is running through a large field with its mouth open .,0
dog running in a field .,0
dog with its mouth open running through a field torwards the camera .,0
girl in a pink swimsuit in a pool,0
girl swimming in a pool .,0
little girl in a pink bathing suit swimming in a pool .,0
little girl swimming in a pool .,0
little girl swimming in outdoor pool .,0
child is standing on her head .,9
little girl standing on her head .,0
small child doing a handstand on a bed .,6
young girl does a handstand on a bed with blue sheets .,1
girl is upside down on a bed,1
guy stands in the sand with a snowboard behind him .,0
man holds a surfboard on the beach .,0
man holds his snowboard in the sand .,0
man with his surfboard stands in the sand .,9
is standing on white sand and holding a snowboard .,0
on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees .,0
people are riding around on ATV 's and motorcycles .,1
people on motorbikes follow a trail through dry grass .,9
people on two dirt-bikes and one four-wheeler are riding through brown grass .,6
people ride off-road bikes through a field surrounded by trees .,2
baby in a white garment holds a flag with crescent moon and star .,2
baby is holding a small black flag with a moon and a star on it .,2
baby wearing a white gown waves a Muslim flag .,2
little toddler dressed in white is smiling while a lady helps him wave a flag .,0
in white outfit holding black and white flag .,2
half naked man is sleeping on his chair outdoors .,1
older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped .,0
shirtless man in a white cap relaxes in a deck chair , close to three parked bicycles .,0
relaxing in a folding chair on the street .,2
old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .,6
brown and white and a black and white dog hauling in a floating toy from the ocean .,9
dogs retrieve the play toy from the water .,1
dogs in the ocean playing with a toy,0
dogs run through the water with a rope in their mouths .,2
dogs tug at a chew toy in the surf .,0
are three young people , one dark haired holding a bottled drink , one with head tilted back and finger in her mouth , and one with spiked hair .,0
young people party in the streets .,0
girls make faces as one takes a drink while they stand in a busy street .,0
women on the street drinking and posing,6
young women pose for the camera at a parade .,2
brown dog is running through neck-deep water carrying a tennis ball .,0
brown dog splashes in the water while carrying a ball in its mouth .,0
brown dog swims through water outdoors with a tennis ball in its mouth .,1
red dog , holding a ball , splashes through vegetation filled water .,9
dog with tennis ball in mouth , in water and bushes .,0
brown dogs are creating large splashes as they run in a river .,6
brown dogs in the water .,0
brown dogs running through water .,0
brown dogs runs through the water .,0
dogs splash through the water .,0
black dog runs into the ocean next to a pile of seaweed .,6
black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground .,0
dog at the shore of an ocean , with seaweed in foreground .,9
dog is running in the waves at the beach .,0
pile of seaweed sits on the sand , behind it a big black dog is running in the water .,0
young boy runs while wearing sandals .,6
boy in a striped shirt and brown shorts is running .,0
little boy , in a short sleeved shirt and shorts , is running outside .,0
little boy is wearing a black pinstripe shirt and walking on a deck .,9
boy running outside on the pavement .,0
brown and white dog stands outside while it snows .,0
dog is looking at something near the water .,0
furry dog attempts to dry itself by shaking the water off its coat .,9
white and brown dog shaking its self dry .,0
large brown and white dog shakes off water .,0
men are sitting on the ground and going through their backpacks .,0
men sitting in front of a railing are looking at something .,9
men with backpacks placed in front of them sitting in front of a railing .,9
men with backpacks are sitting on cardboard along a railing .,0
older men with backpacks sit at a bus station .,0
boy is jumping on a bed .,0
boy jumped up from the green bed .,9
boy jumps from one bed to another .,9
small child is jumping on a bed .,0
boy in blue shorts is bouncing on the bed .,0
child leaping from bed to bed behind the back of a man .,9
man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .,0
man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background,1
young child jumping on the bed as a man looks the other way .,9
standing in the bedroom with little boy jumping into bed .,9
snowboarder sits on a slope with skiers and boarders nearby .,1
snowboarder takes a rest on the mountainside .,1
sitting in the snow while skiers take the hill .,1
snowboarder is sitting down .,9
skiers stand , two sit on slopes .,1
girl in green walks down a city street .,9
small child in green clothing walks past a store opening and a woman in pink pants .,9
small child walks down a sidewalk .,9
young boy is walking in front of some stores,6
child in the green one piece suit is walking past a store window .,2
boy dressed in soccer attire and holding his shoes getting out of a car .,1
boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .,0
boy in glasses is wearing a red shirt .,0
child getting out of the car wearing soccer shoes .,2
young boy gets out of the van and prepares his shoes for wear during a soccer game .,2
bridge through high green plants , a man and a woman on it .,9
man and a woman are crossing over a rope bridge with greenery all over them .,2
man and a woman are walking across a rope bridge .,2
man and a woman crossing a suspension bridge in a tropical setting .,0
and man walking across wooden rope bridge with a caution sign beside it .,2
family gathered at a painted van,0
girl climbing down from the side of a bright blue truck while others watch .,9
man is helping a girl step down from a colorful truck whilst a woman and three children watch .,0
very colorful bus is pulled off to the side of the road as its passengers load .,1
women and four children standing next to a brightly painted truck .,2
blond woman poses with a person in a pink costume .,0
smiling woman holds a person dressed in a pig costume .,0
young woman hugs a young man who 's wearing a pink costume .,1
embracing young man in pink costume , at event,9
people are hugging and one is wearing a pink-hooded stretch top .,9
bicyclist riding on a city street .,0
woman in a blue helmet and brown shorts rides her bike on a busy street .,1
woman is riding a blue bike .,1
woman is riding her bicycle in traffic,6
woman wearing a blue helmet rides her bicycle in a parking lot .,9
bicycle rider is crossing a street .,9
bicyclist getting ready to cross a street .,1
biker in spandex riding on a busy street .,0
man in blue and white biking gear rides down a busy street .,0
man wearing a helmet riding his bicycle down the street .,6
lady wearing a helmet holding a bike .,9
woman in a blue vest and a sky blue helmet stands with her bicycle in traffic .,9
woman in a helmet rides her bike behind a car .,9
woman with a helmet and a backpack walks next to her bike .,9
with bike and helmet wait for traffic .,0
man in shorts is jogging along a street with a headset .,0
person in blue shorts and wearing a Walkman jogs .,0
woman in a white shirt and blue shorts is wearing headphones .,0
woman walks on a street wearing headphones .,0
woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .,0
are standing at an intersection .,0
waiting at an intersection .,0
on bicycles waiting at an intersection .,1
waiting at a light on bikes .,0
